"","gene_id","gene_type","gene_short_name"
"33176","ENSMUSG00000118644.2","unprocessed_pseudogene","RP23-102H10.3"
"33177","ENSMUSG00000018500.3","protein_coding","Adora2b"
"33178","ENSMUSG00000014243.6","protein_coding","Zswim7"
"33179","ENSMUSG00000042298.19","protein_coding","Ttc19"
"33180","ENSMUSG00000081340.2","processed_pseudogene","Gm12275"
"33181","ENSMUSG00000018501.18","protein_coding","Ncor1"
"33182","ENSMUSG00000081944.2","processed_pseudogene","Gm12276"
"33183","ENSMUSG00000014245.9","protein_coding","Pigl"
"33184","ENSMUSG00000086310.2","lncRNA","Gm12278"
"33185","ENSMUSG00000086636.2","lncRNA","Gm12949"
"33186","ENSMUSG00000018509.9","protein_coding","Cenpv"
"33187","ENSMUSG00000087120.2","lncRNA","Gm12279"
"33188","ENSMUSG00000019505.8","protein_coding","Ubb"
"33189","ENSMUSG00000085748.2","lncRNA","Gm12280"
"33190","ENSMUSG00000018507.17","protein_coding","Trpv2"
"33191","ENSMUSG00000086841.2","lncRNA","2410006H16Rik"
"33192","ENSMUSG00000064437.4","snoRNA","Snord49b"
"33193","ENSMUSG00000065734.3","snoRNA","Snord49a"
"33194","ENSMUSG00000077457.3","snoRNA","Snord65"
"33195","ENSMUSG00000046417.15","protein_coding","Lrrc75a"
"33196","ENSMUSG00000085762.2","lncRNA","Lrrc75aos2"
"33197","ENSMUSG00000085170.2","lncRNA","Lrrc75aos1"
"33198","ENSMUSG00000048497.12","protein_coding","Mmgt2"
"33199","ENSMUSG00000081852.2","processed_pseudogene","Gm12281"
"33200","ENSMUSG00000005267.14","protein_coding","Zfp287"
"33201","ENSMUSG00000098292.2","lncRNA","Gm27194"
"33202","ENSMUSG00000084020.4","processed_pseudogene","Wsb2-ps"
"33203","ENSMUSG00000047342.18","protein_coding","Zfp286"
"33204","ENSMUSG00000096083.2","protein_coding","Gm10428"
"33205","ENSMUSG00000086674.2","lncRNA","Zfp286os"
"33206","ENSMUSG00000064692.3","snoRNA","Gm24151"
"33207","ENSMUSG00000047821.17","protein_coding","Trim16"
"33208","ENSMUSG00000090173.9","protein_coding","Fbxw10"
"33209","ENSMUSG00000014177.11","protein_coding","Tvp23b"
"33210","ENSMUSG00000086677.2","lncRNA","Tvp23bos"
"33211","ENSMUSG00000087039.2","lncRNA","Cdrt4os2"
"33212","ENSMUSG00000042200.4","protein_coding","Cdrt4"
"33213","ENSMUSG00000087604.8","lncRNA","Cdrt4os1"
"33214","ENSMUSG00000042189.6","protein_coding","Tekt3"
"33215","ENSMUSG00000018217.13","protein_coding","Pmp22"
"33216","ENSMUSG00000085532.2","lncRNA","B430319H21Rik"
"33217","ENSMUSG00000083052.2","processed_pseudogene","Gm12285"
"33218","ENSMUSG00000081600.4","processed_pseudogene","Gm12286"
"33219","ENSMUSG00000085113.2","lncRNA","B130011K05Rik"
"33220","ENSMUSG00000082256.2","processed_pseudogene","Gm12287"
"33221","ENSMUSG00000083142.2","processed_pseudogene","Gm12288"
"33222","ENSMUSG00000081455.2","processed_pseudogene","Hmgb1-ps3"
"33223","ENSMUSG00000070407.6","protein_coding","Hs3st3b1"
"33224","ENSMUSG00000042148.9","protein_coding","Cox10"
"33225","ENSMUSG00000086359.2","lncRNA","9630013K17Rik"
"33226","ENSMUSG00000084884.2","lncRNA","Gm12289"
"33227","ENSMUSG00000087497.8","lncRNA","2810001G20Rik"
"33228","ENSMUSG00000087622.2","lncRNA","Gm12290"
"33229","ENSMUSG00000047759.7","protein_coding","Hs3st3a1"
"33230","ENSMUSG00002076830.1","miRNA","ENSMUSG00002076830"
"33231","ENSMUSG00000081756.2","processed_pseudogene","Gm12291"
"33232","ENSMUSG00000086490.2","lncRNA","Gm12292"
"33233","ENSMUSG00000020549.15","protein_coding","Elac2"
"33234","ENSMUSG00000033389.17","protein_coding","Arhgap44"
"33235","ENSMUSG00000083935.2","processed_pseudogene","Gm12294"
"33236","ENSMUSG00002076772.1","miRNA","ENSMUSG00002076772"
"33237","ENSMUSG00000020548.11","protein_coding","1700086D15Rik"
"33238","ENSMUSG00000118601.2","lncRNA","Gm53042"
"33239","ENSMUSG00000082857.2","processed_pseudogene","Gm12293"
"33240","ENSMUSG00000020542.19","protein_coding","Myocd"
"33241","ENSMUSG00000085162.8","lncRNA","Gm12295"
"33242","ENSMUSG00000065104.3","snRNA","Gm26128"
"33243","ENSMUSG00000033352.12","protein_coding","Map2k4"
"33244","ENSMUSG00000076460.3","miRNA","Mir744"
"33245","ENSMUSG00000018347.17","protein_coding","Zkscan6"
"33246","ENSMUSG00000056752.17","protein_coding","Dnah9"
"33247","ENSMUSG00000084967.2","lncRNA","Gm12296"
"33248","ENSMUSG00000053930.14","protein_coding","Shisa6"
"33249","ENSMUSG00000080978.3","processed_pseudogene","Gm12297"
"33250","ENSMUSG00000072834.5","lncRNA","Gm12298"
"33251","ENSMUSG00000048070.5","protein_coding","Pirt"
"33252","ENSMUSG00000085683.3","protein_coding","Tmem238l"
"33253","ENSMUSG00000085926.2","lncRNA","Gm12299"
"33254","ENSMUSG00000050270.13","protein_coding","Tmem220"
"33255","ENSMUSG00000020910.17","protein_coding","Adprm"
"33256","ENSMUSG00000069844.13","protein_coding","Sco1"
"33257","ENSMUSG00000020908.15","protein_coding","Myh3"
"33258","ENSMUSG00000098855.3","miRNA","Mir6923"
"33259","ENSMUSG00000087410.8","lncRNA","2310065F04Rik"
"33260","ENSMUSG00000033196.18","protein_coding","Myh2"
"33261","ENSMUSG00000085479.2","lncRNA","9430073C21Rik"
"33262","ENSMUSG00000056328.15","protein_coding","Myh1"
"33263","ENSMUSG00000085348.2","lncRNA","Myhas"
"33264","ENSMUSG00000057003.13","protein_coding","Myh4"
"33265","ENSMUSG00000055775.17","protein_coding","Myh8"
"33266","ENSMUSG00000060180.13","protein_coding","Myh13"
"33267","ENSMUSG00002076393.1","misc_RNA","7SK"
"33268","ENSMUSG00000033066.17","protein_coding","Gas7"
"33269","ENSMUSG00000087058.2","lncRNA","Gm12301"
"33270","ENSMUSG00000049928.16","protein_coding","Glp2r"
"33271","ENSMUSG00000020907.2","protein_coding","Rcvrn"
"33272","ENSMUSG00000097886.3","protein_coding","Gsg1l2"
"33273","ENSMUSG00000033044.13","protein_coding","Dhrs7c"
"33274","ENSMUSG00000020905.12","protein_coding","Usp43"
"33275","ENSMUSG00000055134.6","lncRNA","9130017K11Rik"
"33276","ENSMUSG00000020904.12","protein_coding","Cfap52"
"33277","ENSMUSG00000020903.14","protein_coding","Stx8"
"33278","ENSMUSG00000082266.2","processed_pseudogene","Gm12303"
"33279","ENSMUSG00002076000.1","rRNA","5S_rRNA"
"33280","ENSMUSG00000083924.2","processed_pseudogene","Gm12304"
"33281","ENSMUSG00000087242.3","lncRNA","C78197"
"33282","ENSMUSG00000020902.13","protein_coding","Ntn1"
"33283","ENSMUSG00000099174.3","miRNA","Mir6406"
"33284","ENSMUSG00000084993.2","lncRNA","Gm12305"
"33285","ENSMUSG00000020901.14","protein_coding","Pik3r5"
"33286","ENSMUSG00000046207.15","protein_coding","Pik3r6"
"33287","ENSMUSG00000048329.8","protein_coding","Mfsd6l"
"33288","ENSMUSG00000085937.2","lncRNA","Ccdc42os"
"33289","ENSMUSG00000045915.16","protein_coding","Ccdc42"
"33290","ENSMUSG00000020900.16","protein_coding","Myh10"
"33291","ENSMUSG00000018736.15","protein_coding","Ndel1"
"33292","ENSMUSG00000046490.8","protein_coding","Rnf222"
"33293","ENSMUSG00000060938.15","protein_coding","Rpl26"
"33294","ENSMUSG00000119488.2","snRNA","U6"
"33295","ENSMUSG00000032921.14","protein_coding","Odf4"
"33296","ENSMUSG00000052921.14","protein_coding","Arhgef15"
"33297","ENSMUSG00000018740.15","protein_coding","Slc25a35"
"33298","ENSMUSG00000032892.15","protein_coding","Rangrf"
"33299","ENSMUSG00000020899.17","protein_coding","Pfas"
"33300","ENSMUSG00000092727.3","miRNA","Mir3062"
"33301","ENSMUSG00000119033.2","snRNA","U6"
"33302","ENSMUSG00000020898.19","protein_coding","Ctc1"
"33303","ENSMUSG00000020897.13","protein_coding","Aurkb"
"33304","ENSMUSG00000072809.3","lncRNA","9330160F10Rik"
"33305","ENSMUSG00000045176.4","protein_coding","Borcs6"
"33306","ENSMUSG00000020895.15","protein_coding","Tmem107"
"33307","ENSMUSG00000064899.3","snoRNA","Snord118"
"33308","ENSMUSG00000084069.2","processed_pseudogene","Gm12306"
"33309","ENSMUSG00002076525.1","snRNA","U6"
"33310","ENSMUSG00000020894.17","protein_coding","Vamp2"
"33311","ENSMUSG00000020893.18","protein_coding","Per1"
"33312","ENSMUSG00000097386.2","lncRNA","9130213A22Rik"
"33313","ENSMUSG00000023781.3","protein_coding","Hes7"
"33314","ENSMUSG00000020892.11","protein_coding","Aloxe3"
"33315","ENSMUSG00000032807.6","protein_coding","Alox12b"
"33316","ENSMUSG00000020891.12","protein_coding","Alox8"
"33317","ENSMUSG00000020890.12","protein_coding","Gucy2e"
"33318","ENSMUSG00000089438.3","snRNA","Gm23194"
"33319","ENSMUSG00000087003.2","lncRNA","Cntrobos"
"33320","ENSMUSG00000032782.20","protein_coding","Cntrob"
"33321","ENSMUSG00000049299.15","protein_coding","Trappc1"
"33322","ENSMUSG00000018470.9","protein_coding","Kcnab3"
"33323","ENSMUSG00000086900.2","lncRNA","Kcnab3os"
"33324","ENSMUSG00000043419.12","protein_coding","Rnf227"
"33325","ENSMUSG00000018474.19","protein_coding","Chd3"
"33326","ENSMUSG00000087881.3","scaRNA","Gm22442"
"33327","ENSMUSG00000044795.13","protein_coding","Cyb5d1"
"33328","ENSMUSG00000059278.10","protein_coding","Naa38"
"33329","ENSMUSG00000045377.6","protein_coding","Tmem88"
"33330","ENSMUSG00000018476.8","protein_coding","Kdm6b"
"33331","ENSMUSG00000085178.2","lncRNA","Kdm6bos"
"33332","ENSMUSG00000005237.15","protein_coding","Dnah2"
"33333","ENSMUSG00000086591.2","lncRNA","Dnah2os"
"33334","ENSMUSG00002076081.1","miRNA","ENSMUSG00002076081"
"33335","ENSMUSG00000003934.6","protein_coding","Efnb3"
"33336","ENSMUSG00000041346.12","protein_coding","Wrap53"
"33337","ENSMUSG00000059552.14","protein_coding","Trp53"
"33338","ENSMUSG00000041329.14","protein_coding","Atp1b2"
"33339","ENSMUSG00000005202.3","protein_coding","Shbg"
"33340","ENSMUSG00000069835.11","protein_coding","Sat2"
"33341","ENSMUSG00000083485.2","processed_pseudogene","Gm12308"
"33342","ENSMUSG00000083300.2","processed_pseudogene","Gm12309"
"33343","ENSMUSG00000018765.6","protein_coding","Fxr2"
"33344","ENSMUSG00000080573.3","miRNA","Mir467f"
"33345","ENSMUSG00000041287.6","protein_coding","Sox15"
"33346","ENSMUSG00000018761.15","protein_coding","Mpdu1"
"33347","ENSMUSG00000088752.3","miRNA","Mir1934"
"33348","ENSMUSG00000018774.14","protein_coding","Cd68"
"33349","ENSMUSG00000059796.17","protein_coding","Eif4a1"
"33350","ENSMUSG00000065862.3","snoRNA","Gm24029"
"33351","ENSMUSG00000089542.3","snoRNA","Gm25835"
"33352","ENSMUSG00000119662.1","snoRNA","ENSMUSG00000119662"
"33353","ENSMUSG00000005204.13","protein_coding","Senp3"
"33354","ENSMUSG00000085890.8","lncRNA","Tnfsf13os"
"33355","ENSMUSG00000018752.20","protein_coding","Tnfsfm13"
"33356","ENSMUSG00000089669.8","protein_coding","Tnfsf13"
"33357","ENSMUSG00000097328.8","protein_coding","Tnfsf12"
"33358","ENSMUSG00000081333.2","processed_pseudogene","Gm12307"
"33359","ENSMUSG00000005198.16","protein_coding","Polr2a"
"33360","ENSMUSG00000018776.11","protein_coding","Slc35g3"
"33361","ENSMUSG00000018750.15","protein_coding","Zbtb4"
"33362","ENSMUSG00000041189.10","protein_coding","Chrnb1"
"33363","ENSMUSG00000042826.14","protein_coding","Fgf11"
"33364","ENSMUSG00000089876.4","protein_coding","Tmem102"
"33365","ENSMUSG00000109737.2","protein_coding","Gm39566"
"33366","ENSMUSG00000044084.3","protein_coding","Spem2"
"33367","ENSMUSG00000041165.7","protein_coding","Spem1"
"33368","ENSMUSG00000051790.16","protein_coding","Nlgn2"
"33369","ENSMUSG00000070394.11","protein_coding","Tmem256"
"33370","ENSMUSG00000019461.13","protein_coding","Plscr3"
"33371","ENSMUSG00000001583.14","protein_coding","Tnk1"
"33372","ENSMUSG00000094845.3","protein_coding","Tmem95"
"33373","ENSMUSG00000046731.6","protein_coding","Kctd11"
"33374","ENSMUSG00000001588.13","protein_coding","Acap1"
"33375","ENSMUSG00000104996.3","miRNA","Mir6924"
"33376","ENSMUSG00000018570.18","protein_coding","2810408A11Rik"
"33377","ENSMUSG00000047284.15","protein_coding","Neurl4"
"33378","ENSMUSG00000023170.15","protein_coding","Gps2"
"33379","ENSMUSG00000078812.11","protein_coding","Eif5a"
"33380","ENSMUSG00000018554.14","protein_coding","Ybx2"
"33381","ENSMUSG00000018566.15","protein_coding","Slc2a4"
"33382","ENSMUSG00000084251.2","processed_pseudogene","Gm12310"
"33383","ENSMUSG00000018569.13","protein_coding","Cldn7"
"33384","ENSMUSG00000018565.18","protein_coding","Elp5"
"33385","ENSMUSG00002075075.1","miRNA","ENSMUSG00002075075"
"33386","ENSMUSG00000018559.17","protein_coding","Ctdnep1"
"33387","ENSMUSG00000018567.15","protein_coding","Gabarap"
"33388","ENSMUSG00000018572.11","protein_coding","Phf23"
"33389","ENSMUSG00000020888.17","protein_coding","Dvl2"
"33390","ENSMUSG00000018574.15","protein_coding","Acadvl"
"33391","ENSMUSG00000065534.3","miRNA","Mir324"
"33392","ENSMUSG00000020886.18","protein_coding","Dlg4"
"33393","ENSMUSG00000020884.16","protein_coding","Asgr1"
"33394","ENSMUSG00000040963.16","protein_coding","Asgr2"
"33395","ENSMUSG00000081515.2","processed_pseudogene","Gm12311"
"33396","ENSMUSG00000040950.14","protein_coding","Mgl2"
"33397","ENSMUSG00000000318.17","protein_coding","Clec10a"
"33398","ENSMUSG00000040938.17","protein_coding","Slc16a11"
"33399","ENSMUSG00000044367.8","protein_coding","Slc16a13"
"33400","ENSMUSG00000000317.12","protein_coding","Bcl6b"
"33401","ENSMUSG00000070109.4","miRNA","Mir497b"
"33402","ENSMUSG00000105220.3","miRNA","Mir497"
"33403","ENSMUSG00000065411.4","miRNA","Mir195a"
"33404","ENSMUSG00000020831.19","protein_coding","0610010K14Rik"
"33405","ENSMUSG00000040904.11","protein_coding","Gm21988"
"33406","ENSMUSG00000093989.2","protein_coding","Rnasek"
"33407","ENSMUSG00000000320.11","protein_coding","Alox12"
"33408","ENSMUSG00000018907.11","protein_coding","Alox12e"
"33409","ENSMUSG00000018924.7","protein_coding","Alox15"
"33410","ENSMUSG00000082145.2","processed_pseudogene","Gm12312"
"33411","ENSMUSG00000018921.12","protein_coding","Pelp1"
"33412","ENSMUSG00000082370.2","processed_pseudogene","Gm12313"
"33413","ENSMUSG00000080814.2","processed_pseudogene","Gm12314"
"33414","ENSMUSG00000060216.16","protein_coding","Arrb2"
"33415","ENSMUSG00000099109.3","miRNA","Mir7115"
"33416","ENSMUSG00000018923.14","protein_coding","Med11"
"33417","ENSMUSG00000018920.12","protein_coding","Cxcl16"
"33418","ENSMUSG00000040829.15","protein_coding","Zmynd15"
"33419","ENSMUSG00000018919.11","protein_coding","Tm4sf5"
"33420","ENSMUSG00000020830.4","protein_coding","Vmo1"
"33421","ENSMUSG00000081690.2","processed_pseudogene","Gm12317"
"33422","ENSMUSG00000046811.4","protein_coding","Gltpd2"
"33423","ENSMUSG00000018286.7","protein_coding","Psmb6"
"33424","ENSMUSG00000109833.2","protein_coding","Gm40193"
"33425","ENSMUSG00000072768.2","pseudogene","Gm10418"
"33426","ENSMUSG00000020828.14","protein_coding","Pld2"
"33427","ENSMUSG00000020827.19","protein_coding","Mink1"
"33428","ENSMUSG00000086976.2","lncRNA","Gm12316"
"33429","ENSMUSG00000014609.17","protein_coding","Chrne"
"33430","ENSMUSG00000087279.11","protein_coding","4930544D05Rik"
"33431","ENSMUSG00000085952.2","lncRNA","Gm12315"
"33432","ENSMUSG00000050675.8","protein_coding","Gp1ba"
"33433","ENSMUSG00000014606.15","protein_coding","Slc25a11"
"33434","ENSMUSG00000040746.16","protein_coding","Rnf167"
"33435","ENSMUSG00000018293.5","protein_coding","Pfn1"
"33436","ENSMUSG00000087523.2","lncRNA","Gm12319"
"33437","ENSMUSG00000060600.16","protein_coding","Eno3"
"33438","ENSMUSG00000018287.13","protein_coding","Spag7"
"33439","ENSMUSG00000040712.17","protein_coding","Camta2"
"33440","ENSMUSG00000057054.12","protein_coding","Inca1"
"33441","ENSMUSG00000020821.18","protein_coding","Kif1c"
"33442","ENSMUSG00000105932.3","miRNA","Mir6925"
"33443","ENSMUSG00000085502.2","lncRNA","Gm12320"
"33444","ENSMUSG00000082983.2","processed_pseudogene","Gm12318"
"33445","ENSMUSG00002075516.1","miRNA","ENSMUSG00002075516"
"33446","ENSMUSG00000043602.6","protein_coding","Zfp3"
"33447","ENSMUSG00000057135.13","protein_coding","Scimp"
"33448","ENSMUSG00000020817.17","protein_coding","Rabep1"
"33449","ENSMUSG00000093858.2","lncRNA","Gm19967"
"33450","ENSMUSG00000081968.2","processed_pseudogene","Rpl23a-ps2"
"33451","ENSMUSG00000084139.2","processed_pseudogene","Gm12322"
"33452","ENSMUSG00000040667.12","protein_coding","Nup88"
"33453","ENSMUSG00000018449.13","protein_coding","Rpain"
"33454","ENSMUSG00000018446.9","protein_coding","C1qbp"
"33455","ENSMUSG00000040620.16","protein_coding","Dhx33"
"33456","ENSMUSG00000065246.3","snRNA","Gm22297"
"33457","ENSMUSG00000018442.14","protein_coding","Derl2"
"33458","ENSMUSG00000040599.14","protein_coding","Mis12"
"33459","ENSMUSG00000018451.8","protein_coding","6330403K07Rik"
"33460","ENSMUSG00000083171.2","processed_pseudogene","Gm12321"
"33461","ENSMUSG00000082098.2","processed_pseudogene","Gm15377"
"33462","ENSMUSG00000069830.11","protein_coding","Nlrp1a"
"33463","ENSMUSG00000070390.13","protein_coding","Nlrp1b"
"33464","ENSMUSG00000119133.1","snoRNA","ENSMUSG00000119133"
"33465","ENSMUSG00000092528.10","transcribed_unprocessed_pseudogene","Nlrp1c-ps"
"33466","ENSMUSG00000119355.1","snoRNA","ENSMUSG00000119355"
"33467","ENSMUSG00000085230.2","lncRNA","Gm16013"
"33468","ENSMUSG00000072753.13","lncRNA","9230020A06Rik"
"33469","ENSMUSG00000111450.2","lncRNA","Gm33351"
"33470","ENSMUSG00000087116.2","lncRNA","Gm12324"
"33471","ENSMUSG00000111373.2","processed_pseudogene","Gm48818"
"33472","ENSMUSG00000085659.3","lncRNA","Gm12325"
"33473","ENSMUSG00000085251.2","lncRNA","Gm12326"
"33474","ENSMUSG00000020811.17","protein_coding","Wscd1"
"33475","ENSMUSG00000077456.3","snoRNA","Gm22927"
"33476","ENSMUSG00000085528.2","lncRNA","4930401O10Rik"
"33477","ENSMUSG00000080577.3","snRNA","Gm23226"
"33478","ENSMUSG00000040554.11","protein_coding","Aipl1"
"33479","ENSMUSG00000020808.4","protein_coding","Pimreg"
"33480","ENSMUSG00000040543.17","protein_coding","Pitpnm3"
"33481","ENSMUSG00000020807.16","protein_coding","4933427D14Rik"
"33482","ENSMUSG00000107877.3","protein_coding","Gm43951"
"33483","ENSMUSG00000020803.4","protein_coding","Txndc17"
"33484","ENSMUSG00000020801.9","protein_coding","Med31"
"33485","ENSMUSG00000053574.6","protein_coding","4930563E22Rik"
"33486","ENSMUSG00000020805.15","protein_coding","Slc13a5"
"33487","ENSMUSG00000086951.2","lncRNA","1700051A21Rik"
"33488","ENSMUSG00002074889.1","rRNA","5S_rRNA"
"33489","ENSMUSG00000040483.16","protein_coding","Xaf1"
"33490","ENSMUSG00000070388.4","protein_coding","Fbxo39"
"33491","ENSMUSG00002075082.1","misc_RNA","7SK"
"33492","ENSMUSG00000020799.17","protein_coding","Tekt1"
"33493","ENSMUSG00000098658.3","miRNA","Mir6338"
"33494","ENSMUSG00000045667.15","protein_coding","Smtnl2"
"33495","ENSMUSG00000040471.18","protein_coding","Ggt6"
"33496","ENSMUSG00000040463.17","protein_coding","Mybbp1a"
"33497","ENSMUSG00000040447.16","protein_coding","Spns2"
"33498","ENSMUSG00000020798.15","protein_coding","Spns3"
"33499","ENSMUSG00000081675.2","processed_pseudogene","Gm12712"
"33500","ENSMUSG00000020794.14","protein_coding","Ube2g1"
"33501","ENSMUSG00000064567.3","snoRNA","Gm24143"
"33502","ENSMUSG00002075341.1","miRNA","ENSMUSG00002075341"
"33503","ENSMUSG00000020790.15","protein_coding","Ankfy1"
"33504","ENSMUSG00000057778.15","protein_coding","Cyb5d2"
"33505","ENSMUSG00000055670.15","protein_coding","Zzef1"
"33506","ENSMUSG00002075446.1","misc_RNA","7SK"
"33507","ENSMUSG00000084329.2","processed_pseudogene","Gm6733"
"33508","ENSMUSG00000065298.3","snRNA","Gm26121"
"33509","ENSMUSG00002075500.1","miRNA","ENSMUSG00002075500"
"33510","ENSMUSG00000020788.16","protein_coding","Atp2a3"
"33511","ENSMUSG00000020787.15","protein_coding","P2rx1"
"33512","ENSMUSG00000086943.3","lncRNA","4732414G09Rik"
"33513","ENSMUSG00000020785.18","protein_coding","Camkk1"
"33514","ENSMUSG00000020783.15","protein_coding","Ncbp3"
"33515","ENSMUSG00000005947.12","protein_coding","Itgae"
"33516","ENSMUSG00000050107.3","protein_coding","Haspin"
"33517","ENSMUSG00000005950.15","protein_coding","P2rx5"
"33518","ENSMUSG00000047260.5","protein_coding","Emc6"
"33519","ENSMUSG00000040158.13","protein_coding","Tax1bp3"
"33520","ENSMUSG00000005949.10","protein_coding","Ctns"
"33521","ENSMUSG00000005951.14","protein_coding","Shpk"
"33522","ENSMUSG00000082405.2","processed_pseudogene","Gm16021"
"33523","ENSMUSG00000005952.16","protein_coding","Trpv1"
"33524","ENSMUSG00000043029.3","protein_coding","Trpv3"
"33525","ENSMUSG00000020774.10","protein_coding","Aspa"
"33526","ENSMUSG00000112920.2","protein_coding","Spata22"
"33527","ENSMUSG00000069825.13","protein_coding","Gm49340"
"33528","ENSMUSG00000062128.9","protein_coding","Olfr20"
"33529","ENSMUSG00000063881.12","protein_coding","Olfr376"
"33530","ENSMUSG00000069824.6","polymorphic_pseudogene","Olfr377-ps1"
"33531","ENSMUSG00000108577.2","processed_pseudogene","Gm17811"
"33532","ENSMUSG00000069823.12","protein_coding","Olfr1"
"33533","ENSMUSG00000086278.6","transcribed_unprocessed_pseudogene","Olfr75-ps1"
"33534","ENSMUSG00000108673.2","unprocessed_pseudogene","Gm44922"
"33535","ENSMUSG00000055971.12","protein_coding","Olfr378"
"33536","ENSMUSG00000084387.5","polymorphic_pseudogene","Olfr379-ps1"
"33537","ENSMUSG00000072709.4","protein_coding","Olfr380"
"33538","ENSMUSG00000108742.2","unprocessed_pseudogene","Gm44923"
"33539","ENSMUSG00000072708.4","protein_coding","Olfr381"
"33540","ENSMUSG00000095312.2","protein_coding","Olfr382"
"33541","ENSMUSG00000081961.2","unprocessed_pseudogene","Olfr383-ps1"
"33542","ENSMUSG00000095095.3","protein_coding","Olfr385"
"33543","ENSMUSG00000060335.3","protein_coding","Olfr384"
"33544","ENSMUSG00000082338.2","unprocessed_pseudogene","Gm12327"
"33545","ENSMUSG00000061246.7","polymorphic_pseudogene","Olfr387-ps1"
"33546","ENSMUSG00000060630.8","protein_coding","Zfp735"
"33547","ENSMUSG00000108598.2","unprocessed_pseudogene","Gm44665"
"33548","ENSMUSG00000080781.4","polymorphic_pseudogene","Olfr388-ps1"
"33549","ENSMUSG00000088811.3","snRNA","Gm22381"
"33550","ENSMUSG00000081552.2","processed_pseudogene","Gm12328"
"33551","ENSMUSG00000070383.6","protein_coding","Olfr389"
"33552","ENSMUSG00000069818.7","protein_coding","Olfr390"
"33553","ENSMUSG00000070382.9","protein_coding","Olfr391"
"33554","ENSMUSG00000061984.7","protein_coding","Olfr392"
"33555","ENSMUSG00000081698.2","processed_pseudogene","Gm12329"
"33556","ENSMUSG00000094488.3","protein_coding","Olfr393"
"33557","ENSMUSG00000108735.2","unprocessed_pseudogene","Gm44638"
"33558","ENSMUSG00000056921.3","protein_coding","Olfr394"
"33559","ENSMUSG00000108707.2","unprocessed_pseudogene","Gm44575"
"33560","ENSMUSG00000062186.3","protein_coding","Olfr395"
"33561","ENSMUSG00000108605.3","polymorphic_pseudogene","Olfr396-ps1"
"33562","ENSMUSG00000069816.6","protein_coding","Olfr23"
"33563","ENSMUSG00000079875.6","polymorphic_pseudogene","Olfr22-ps1"
"33564","ENSMUSG00000057050.8","protein_coding","Olfr397"
"33565","ENSMUSG00000049041.7","protein_coding","Olfr398"
"33566","ENSMUSG00000047444.4","protein_coding","Olfr139"
"33567","ENSMUSG00000043692.7","protein_coding","Olfr399"
"33568","ENSMUSG00000069476.14","protein_coding","Zfp616"
"33569","ENSMUSG00000081932.2","processed_pseudogene","Gm12331"
"33570","ENSMUSG00000081162.3","unprocessed_pseudogene","Olfr400-ps1"
"33571","ENSMUSG00000070380.3","protein_coding","Olfr401"
"33572","ENSMUSG00000070379.6","protein_coding","Olfr402"
"33573","ENSMUSG00000070378.4","protein_coding","Olfr403"
"33574","ENSMUSG00000070377.7","protein_coding","Olfr43"
"33575","ENSMUSG00000083188.3","polymorphic_pseudogene","Olfr404-ps1"
"33576","ENSMUSG00000081864.3","transcribed_unprocessed_pseudogene","Olfr405-ps1"
"33577","ENSMUSG00000070375.8","protein_coding","Olfr406"
"33578","ENSMUSG00000081498.3","unprocessed_pseudogene","Olfr407-ps1"
"33579","ENSMUSG00000070374.8","protein_coding","Olfr59"
"33580","ENSMUSG00000082378.3","unprocessed_pseudogene","Olfr408-ps1"
"33581","ENSMUSG00000083886.3","polymorphic_pseudogene","Olfr409-ps1"
"33582","ENSMUSG00000119837.1","rRNA","5S_rRNA"
"33583","ENSMUSG00000083299.2","processed_pseudogene","Gm12332"
"33584","ENSMUSG00000063116.5","protein_coding","Olfr410"
"33585","ENSMUSG00000054406.10","protein_coding","Olfr411"
"33586","ENSMUSG00000058275.4","protein_coding","Olfr412"
"33587","ENSMUSG00000038807.20","protein_coding","Rap1gap2"
"33588","ENSMUSG00002076252.1","misc_RNA","Metazoa_SRP"
"33589","ENSMUSG00000069814.7","protein_coding","Ccdc92b"
"33590","ENSMUSG00000020741.18","protein_coding","Cluh"
"33591","ENSMUSG00000020745.16","protein_coding","Pafah1b1"
"33592","ENSMUSG00000088889.3","snRNA","Gm24211"
"33593","ENSMUSG00000081252.2","processed_pseudogene","Gm16032"
"33594","ENSMUSG00000010554.15","protein_coding","Mettl16"
"33595","ENSMUSG00000000282.13","protein_coding","Mnt"
"33596","ENSMUSG00000038351.15","protein_coding","Sgsm2"
"33597","ENSMUSG00000098317.3","miRNA","Mir6926"
"33598","ENSMUSG00000038335.14","protein_coding","Tsr1"
"33599","ENSMUSG00000077493.3","snoRNA","Snord91a"
"33600","ENSMUSG00000077637.3","snoRNA","Gm22771"
"33601","ENSMUSG00000001323.18","protein_coding","Srr"
"33602","ENSMUSG00000038290.16","protein_coding","Smg6"
"33603","ENSMUSG00000088719.4","snRNA","Gm22733"
"33604","ENSMUSG00000101295.2","lncRNA","Gm28180"
"33605","ENSMUSG00000085765.2","lncRNA","Gm12333"
"33606","ENSMUSG00000085738.3","processed_pseudogene","Gm12335"
"33607","ENSMUSG00000082481.2","processed_pseudogene","Rps12-ps19"
"33608","ENSMUSG00000043099.5","protein_coding","Hic1"
"33609","ENSMUSG00000085609.2","lncRNA","1700016P03Rik"
"33610","ENSMUSG00000065590.3","miRNA","Mir212"
